id_alerta,nr_documento,id_contrato,id_tipo,info
43b8119bba22ba9228f2dc8ed79d7bd5,01151850000153,aab81293b93f1b7b3172138a8acf0fb2,3,Fornecedor com sanção vigente no Cadastro Nacional de Empresas Inidôneas e Suspensas (CEIS) no momento da contratação. Vigência da sanção: 29/11/2019 a 28/11/2021.
610924799ef3e94a521234a24c29cfb0,06889977000198,0483c19a9361023170a3d0e85c34ef00,3,Fornecedor com sanção vigente no Cadastro Nacional de Empresas Inidôneas e Suspensas (CEIS) no momento da contratação. Vigência da sanção: 31/05/2019 a 31/05/2024.
4238d635ebfc964243168fcd31e20da3,06889977000198,7535ca42deb3d78f26e9f4c06270a260,3,Fornecedor com sanção vigente no Cadastro Nacional de Empresas Inidôneas e Suspensas (CEIS) no momento da contratação. Vigência da sanção: 31/05/2019 a 31/05/2024.
c61587c1c0539ec13e0e770ef9da30d3,11412547000110,e85636f7fe733744ab5843d40b3f82c3,3,Fornecedor com sanção vigente no Cadastro Nacional de Empresas Inidôneas e Suspensas (CEIS) no momento da contratação. Vigência da sanção: 17/12/2019 a 16/12/2021.
b148379278a4d3e863cba446550ebe11,11517200000132,4fd74550060239f51221f888917ec663,3,Fornecedor com sanção vigente no Cadastro Nacional de Empresas Inidôneas e Suspensas (CEIS) no momento da contratação. Vigência da sanção: 23/04/2018 a 22/04/2023.
398244bea34792fc58de71b4c43df234,20483193000196,b4135dc11c89c1742faa749950c6eb74,3,Fornecedor com sanção vigente no Cadastro Nacional de Empresas Inidôneas e Suspensas (CEIS) no momento da contratação. Vigência da sanção: 27/12/2019 a 27/12/2024.
34ae9bc31ffcc1fea1bd4dd01846987a,20483193000196,NA,3,Fornecedor com sanção vigente no Cadastro Nacional de Empresas Inidôneas e Suspensas (CEIS) no momento da contratação. Vigência da sanção: 27/12/2019 a 27/12/2024.
5fe2bdc8e1d8351a907432ab50900894,22356205000147,1354f7a6ff924d43934e32354f872b8d,3,Fornecedor com sanção vigente no Cadastro Nacional de Empresas Inidôneas e Suspensas (CEIS) no momento da contratação. Vigência da sanção: 24/10/2019 a 24/10/2021.
0853faadcca8b75c22e5890bc5944b3b,23212165000122,b2a6fdb603612bd4b666e3fa9caa483e,3,Fornecedor com sanção vigente no Cadastro Nacional de Empresas Inidôneas e Suspensas (CEIS) no momento da contratação. Vigência da sanção: 01/11/2019 a 01/11/2021.
8eca70e2cdb9f93fd38a28cc0338028d,23212165000122,bfe5f2660af902679c9c5042fed48e75,3,Fornecedor com sanção vigente no Cadastro Nacional de Empresas Inidôneas e Suspensas (CEIS) no momento da contratação. Vigência da sanção: 01/11/2019 a 01/11/2021.
491e4421d512d7ff90583f6ff4856558,23212165000122,d39ab7fb3c5dfb6eb6f0886f09df1ef3,3,Fornecedor com sanção vigente no Cadastro Nacional de Empresas Inidôneas e Suspensas (CEIS) no momento da contratação. Vigência da sanção: 01/11/2019 a 01/11/2021.
3fb87e54abe2c94a2dacb1c94f4397f7,29805880000155,d13bc2c1aba11f6f2e219b12ca3cfb38,3,Fornecedor com sanção vigente no Cadastro Nacional de Empresas Inidôneas e Suspensas (CEIS) no momento da contratação. Vigência da sanção: 01/04/2020 a 31/03/2022.
c6d9d098b72f8624bb82ae8c2b1c3dfd,29805880000155,43821ab111cdc6fa35e55fa240d30ef5,3,Fornecedor com sanção vigente no Cadastro Nacional de Empresas Inidôneas e Suspensas (CEIS) no momento da contratação. Vigência da sanção: 01/04/2020 a 31/03/2022.
b1d808866f23de8fde53ad2d5aae5742,29805880000155,09a1a90e1c689e7813d6ac58a3379807,3,Fornecedor com sanção vigente no Cadastro Nacional de Empresas Inidôneas e Suspensas (CEIS) no momento da contratação. Vigência da sanção: 01/04/2020 a 31/03/2022.
be7d606bcc0eea3c6d105d84148afb5f,30856536000174,4d9c091c902d600e14e737c42d31968c,3,Fornecedor com sanção vigente no Cadastro Nacional de Empresas Inidôneas e Suspensas (CEIS) no momento da contratação. Vigência da sanção: 20/03/2020 a 19/03/2022.
