id_novidade,id_tipo,id_licitacao,data,id_original,nome_municipio,texto_novidade,id_contrato
ae00791f75a3613e32ac934e36ebdafa,1,5f984ac21793b1f62ddad16c1fc49821,2019-08-14T00:00:00Z,5f984ac21793b1f62ddad16c1fc49821,Comando do Exército,NA,NA
c5b115b596f3c93ad54165aa2f5f1f8c,1,f8d00cbb5b9970447762114b8baa0fa5,2020-05-25T00:00:00Z,f8d00cbb5b9970447762114b8baa0fa5,Instituto Federal do Sudeste de Minas Gerais,NA,NA
f2bf6ac9a60f33adb81b455d08958c85,1,e169778263df391e3e66dcad350b4d37,NA,e169778263df391e3e66dcad350b4d37,Empresa Brasileira de Serviços Hospitalares,NA,NA
f37f0e8f89744fe3592029c173c29f97,1,c8a654687e687429641ebf674c4445c1,NA,c8a654687e687429641ebf674c4445c1,Instituto Federal do Norte de Minas Gerais,NA,NA
390df2765386cf4fca48967827be9eba,1,5818a81bb1196756614723abf57c58c8,NA,5818a81bb1196756614723abf57c58c8,Empresa Brasileira de Serviços Hospitalares,NA,NA
9176c5c5d9ae111c2bf867daee86525c,1,d12d04513f18fa25bd622b2d536b0da5,NA,d12d04513f18fa25bd622b2d536b0da5,Instituto Federal Farroupilha,NA,NA
6154c1d09bc30f0408c1c340dbe04587,1,8cf6277cd46ecd5c072287f0f6ec2882,2020-05-27T00:00:00Z,8cf6277cd46ecd5c072287f0f6ec2882,Comando do Exército,NA,NA
2ab7d34dcea37a9bbbba3b7372dd9912,1,aec8589cdd4e476402d373d4192d25f5,2020-06-01T00:00:00Z,aec8589cdd4e476402d373d4192d25f5,Departamento de Polícia Rodoviária Federal,NA,NA
a0e0bfeba4887fc64cd21af93c9ba40a,1,6d9dca3ead311430f3100d706368b604,2019-05-17T00:00:00Z,6d9dca3ead311430f3100d706368b604,Universidade Federal do Ceará,NA,NA
0bbcdcad365360a0a1379afeda37cc4e,1,408b9975d1183f313b25ae7d7a93f037,2020-06-04T00:00:00Z,408b9975d1183f313b25ae7d7a93f037,Universidade Federal do Rio de Janeiro,NA,NA
10cf667e03a6c9429144bb2b889a54f7,1,3c46319c8f96efd07def98f11e6260aa,NA,3c46319c8f96efd07def98f11e6260aa,Instituto Federal do Norte de Minas Gerais,NA,NA
b7d03b239416409aaebfdbd29bc63a4e,1,0ca0b2ec4d3e2390a0690b083d19fd3f,2020-06-10T00:00:00Z,0ca0b2ec4d3e2390a0690b083d19fd3f,Instituto Federal da Bahia,NA,NA
9b5beb8fd578e308ef24ffe8cdfdfcf5,1,b2252d1a7f61cc5875891952bdd97acd,NA,b2252d1a7f61cc5875891952bdd97acd,Instituto Federal de Alagoas,NA,NA
e04c1a6cb8823eb00db56d1b396db4c4,1,f743ee942403f157d497e7dce8f1e9fe,NA,f743ee942403f157d497e7dce8f1e9fe,Instituto Federal do Norte de Minas Gerais,NA,NA
dd34a079d37cae787487c090abd41a59,1,322f7e7a43aad3bf4403d5549ecfe9a8,2020-04-30T00:00:00Z,322f7e7a43aad3bf4403d5549ecfe9a8,Comando do Exército,NA,NA
59507e410b3ef963ca4dfef40f5915c4,1,3c50746e111baf85bbe6e5f791b13e3c,2020-06-12T00:00:00Z,3c50746e111baf85bbe6e5f791b13e3c,Fundação Nacional do Índio,NA,NA
23de663ce6ef048f04872d6aa648c3c2,1,6185534e3b58389d6043b81144098680,NA,6185534e3b58389d6043b81144098680,Fundação Nacional do Índio,NA,NA
471d7110df49c1175d2bca4e2b3e46a6,1,709a2e98fba611a46e0acb7a0f1abca1,NA,709a2e98fba611a46e0acb7a0f1abca1,Comando da Marinha,NA,NA
6667a22b112ff81cdac5293cbf0cc4ad,1,02f7f36c024e19b77308c54d7b74942c,2020-05-29T00:00:00Z,02f7f36c024e19b77308c54d7b74942c,Universidade Federal do Rio de Janeiro,NA,NA
49110f03ff5a4037da4cc2159d2ba975,1,d871228f119f44b5491b5590e508decd,2020-06-04T00:00:00Z,d871228f119f44b5491b5590e508decd,Instituto Federal Catarinense,NA,NA
1202ac123214c61867204ddd34ef01b3,1,618c797bec411244bb5bc6d3e1043752,NA,618c797bec411244bb5bc6d3e1043752,Instituto Federal do Sudeste de Minas Gerais,NA,NA
a5e1952b1c33eac8500e3de1b8abe16f,1,8dfe2ec0f2921ccbca6a579473b1e561,NA,8dfe2ec0f2921ccbca6a579473b1e561,Instituto Federal do Norte de Minas Gerais,NA,NA
deec893fc4f18e58f603f6b0373456bc,1,23679e5df07ce3b538a36d616183002e,NA,23679e5df07ce3b538a36d616183002e,Instituto Federal de Alagoas,NA,NA
d705139bfa3b2607e7e06d5cf54f7ca4,1,0cfa2de0e2fac0683f9b26ad91d606d6,NA,0cfa2de0e2fac0683f9b26ad91d606d6,Instituto Federal do Maranhão,NA,NA
c75d0d41061ed24df2f603f722b8bd07,1,2bec41682e8e8ad320020b652acc0ebf,NA,2bec41682e8e8ad320020b652acc0ebf,Instituto Federal do Sudeste de Minas Gerais,NA,NA
27f63594df8334ff99ac5bbf7c19523f,1,6faca13aff274d4016a15ee53a1d755c,NA,6faca13aff274d4016a15ee53a1d755c,Fundação Nacional do Índio,NA,NA
5f2668f8f16529317352f2252cea6ad1,1,3e589ee5ec6f56ca219af7a5cb668947,NA,3e589ee5ec6f56ca219af7a5cb668947,Fundação Nacional do Índio,NA,NA
479f11399d06cb426d9fb5d8416fa5d9,1,9f64660bef56201d9d2265a4d05415a9,NA,9f64660bef56201d9d2265a4d05415a9,Fundação Nacional do Índio,NA,NA
2f271143350136eae4b3b8172e2696aa,1,a764814fc67fcf45c2d2ad2bf69fee83,NA,a764814fc67fcf45c2d2ad2bf69fee83,Universidade Federal de Pernambuco,NA,NA
7a1735e9a15c90c648015fe143098113,1,190e667b556d73eccb57f7b4851fe3c8,NA,190e667b556d73eccb57f7b4851fe3c8,Fundação Universidade Federal de Ciências da,NA,NA
e952a5f910ecaf64ef426fc8b633e0a9,1,5b3cb61d6f05994169cc81adfdc77607,NA,5b3cb61d6f05994169cc81adfdc77607,Instituto Federal do Amazonas,NA,NA
d563b938806e78e2d4f51f7de1bc4d08,1,1ac0a0c2fff8b9136228a920bacf6fdf,NA,1ac0a0c2fff8b9136228a920bacf6fdf,Instituto Federal do Norte de Minas Gerais,NA,NA
bb704eb7c5f80f5e56864682faecc858,1,3ec7a369b87bf309043d7f5418216b9b,2020-04-06T00:00:00Z,3ec7a369b87bf309043d7f5418216b9b,Empresa Brasileira de Serviços Hospitalares,NA,NA
bcf27a4b9b7bfcb817d16f6f5290f649,1,edee4c4afd634387279808cb396847d6,2020-04-20T00:00:00Z,edee4c4afd634387279808cb396847d6,Comando do Exército,NA,NA
5844892845cb37222139f5d685c4d837,1,009088129b670000f54b75a38c8724d8,2020-02-10T00:00:00Z,009088129b670000f54b75a38c8724d8,Comando do Exército,NA,NA
9a2f12553d12fa8f23442dd53799d896,1,8643e57d84ebaec433bec2b3fcfd8fc9,NA,8643e57d84ebaec433bec2b3fcfd8fc9,Fundação Nacional do Índio,NA,NA
bc7d655793b246747dfd590dec93ee71,1,a3e34ec132188bd21f6fbc43c734cd62,NA,a3e34ec132188bd21f6fbc43c734cd62,Ministério da Saúde - Unidades com vínculo di,NA,NA
c9e7296847569027340f020a0097c368,1,b369106ef4e1dbad0df1c967b89cde95,2020-03-12T00:00:00Z,b369106ef4e1dbad0df1c967b89cde95,Comando do Exército,NA,NA
ccefc66b7f5082e7f7c3e36174457179,1,979ceb553bce678b01cc0ea23a216bbf,NA,979ceb553bce678b01cc0ea23a216bbf,Universidade Federal de Pernambuco,NA,NA
f9f1f84ac99b355a408157927c25d26a,1,28c99431f71e09b5aabc5e7270545583,2020-02-12T00:00:00Z,28c99431f71e09b5aabc5e7270545583,Universidade Federal do Rio de Janeiro,NA,NA
